,Base,Us
Korea_grip,1.0,0.1830065359477124
Dutch_drinking_inh,1.0,0.11138613861386139
Dutch_drinking_wm,1.0,0.05331134927177796
Dutch_drinking_sha,1.0,0.10416092587489667
Brazil_health_heart,1.0,0.05263157894736842
Brazil_health_stroke,1.0,0.046519641626464506
China_glucose_women2,1.0,0.12773722627737227
China_glucose_men2,1.0,0.05657492354740061
Spain_Hair,1.0,0.8930817610062893
China_HIV,1.0,0.2669432918395574
