-9.999999999999997780e-02,1.100000000000000089e+00
-1.000000000000000333e-01,1.100000000000000089e+00
-1.000000000000000056e-01,1.100000000000000089e+00
-9.999999999999997780e-02,1.100000000000000089e+00
-1.000000000000000056e-01,1.100000000000000089e+00
-3.991864400592588513e+00,5.196995893070099903e-01
-9.784111940537748575e-01,1.122065166544935266e+00
-2.251719604905245031e+00,7.604528662141842865e-01
-2.607392422686154454e-01,1.123839236349384763e+00
-6.117835868968557467e-01,2.708998760482674850e+00
-1.887219490427016089e+00,5.288209346652152920e-01
-9.182457794233832571e-01,6.111389889897400174e+00
-7.175431378773933222e-01,1.439865028230043364e+00
-7.862811582964231993e-01,8.342077077543282870e-01
-5.274526967944777045e-01,2.439440147410760762e+00
-9.437002178516671336e-01,8.143708080692990681e-01
