,Base,Us
Korea_grip,1.0,0.2549019607843137
Dutch_drinking_inh,1.0,0.057755775577557754
Dutch_drinking_wm,1.0,0.16680406705138776
Dutch_drinking_sha,1.0,0.05235602094240838
Brazil_health_heart,1.0,0.05306298533218291
Brazil_health_stroke,1.0,0.05513439007580979
China_glucose_women2,1.0,0.12627737226277372
China_glucose_men2,1.0,0.08180428134556575
Spain_Hair,1.0,0.6352201257861635
China_HIV,1.0,0.2641770401106501
