,Base,Us
Korea_grip,1.0,0.0915032679738562
Dutch_drinking_inh,1.0,0.1663916391639164
Dutch_drinking_wm,1.0,0.057158560043968125
Dutch_drinking_sha,1.0,0.08900523560209424
Brazil_health_heart,1.0,0.07635893011216566
Brazil_health_stroke,1.0,0.06340454858718125
China_glucose_women2,1.0,0.2927007299270073
China_glucose_men2,1.0,0.13226299694189603
Spain_Hair,1.0,0.20125786163522014
China_HIV,1.0,0.17565698478561548
