,Base,Us
Korea_grip,1.0,0.2549019607843137
Dutch_drinking_inh,1.0,0.1408140814081408
Dutch_drinking_wm,1.0,0.09535586699642759
Dutch_drinking_sha,1.0,0.09892532378065583
Brazil_health_heart,1.0,0.07549611734253667
Brazil_health_stroke,1.0,0.05306685044796692
China_glucose_women2,1.0,0.09562043795620438
China_glucose_men2,1.0,0.0856269113149847
Spain_Hair,1.0,0.08176100628930817
China_HIV,1.0,0.21300138312586445
