,Base,Us
Korea_grip,1.0,0.10457516339869281
Dutch_drinking_inh,1.0,0.061606160616061605
Dutch_drinking_wm,1.0,0.054685353118988735
Dutch_drinking_sha,1.0,0.12041884816753927
Brazil_health_heart,1.0,0.045297670405522
Brazil_health_stroke,1.0,0.048587181254307374
China_glucose_women2,1.0,0.24233576642335766
China_glucose_men2,1.0,0.11926605504587157
Spain_Hair,1.0,0.4968553459119497
China_HIV,1.0,0.21991701244813278
